date,source_game,target_game,country,ad_impressions,installs
2020-07-28,D,O,IN,1207,32
2020-07-29,D,O,IN,1109,32
2020-07-30,D,O,IN,1095,28
2020-07-31,D,O,IN,1016,33
2020-07-01,D,P,IN,17716,411
2020-07-02,D,P,IN,15369,348
2020-07-03,D,P,IN,15206,339
2020-07-04,D,P,IN,13472,299
2020-07-05,D,P,IN,14133,342
2020-07-06,D,P,IN,14341,305
2020-07-07,D,P,IN,13250,264
2020-07-08,D,P,IN,11313,235
2020-07-09,D,P,IN,7917,186
2020-07-10,D,P,IN,7045,147
2020-07-11,D,P,IN,6075,131
2020-07-12,D,P,IN,6823,162
2020-07-13,D,P,IN,7609,184
2020-07-14,D,P,IN,2512,86
2020-07-15,D,P,IN,12,6
2020-07-16,D,P,IN,8863,175
2020-07-17,D,P,IN,8001,144
2020-07-18,D,P,IN,9338,171
2020-07-19,D,P,IN,9998,198
2020-07-20,D,P,IN,9881,217
2020-07-21,D,P,IN,8717,203
2020-07-22,D,P,IN,7541,186
2020-07-23,D,P,IN,7954,208
2020-07-24,D,P,IN,6316,142
2020-07-25,D,P,IN,7928,165
2020-07-26,D,P,IN,7739,168
2020-07-27,D,P,IN,6962,173
2020-07-28,D,P,IN,7639,184
2020-07-29,D,P,IN,8629,174
2020-07-30,D,P,IN,7026,143
2020-07-31,D,P,IN,6226,142
2020-07-01,D,Q,IN,60677,1064
2020-07-02,D,Q,IN,45226,911
2020-07-03,D,Q,IN,54433,942
2020-07-04,D,Q,IN,55638,801
2020-07-05,D,Q,IN,69786,889
2020-07-06,D,Q,IN,95569,1024
2020-07-07,D,Q,IN,101299,1030
2020-07-08,D,Q,IN,93496,1032
2020-07-09,D,Q,IN,77043,872
2020-07-10,D,Q,IN,99072,1960
2020-07-11,D,Q,IN,100221,1112
2020-07-12,D,Q,IN,86633,1091
2020-07-13,D,Q,IN,84028,1135
2020-07-14,D,Q,IN,84518,1037
2020-07-15,D,Q,IN,63929,816
2020-07-16,D,Q,IN,74450,1023
2020-07-17,D,Q,IN,61919,1017
2020-07-18,D,Q,IN,96616,1215
2020-07-19,D,Q,IN,70993,1091
2020-07-20,D,Q,IN,115744,1418
2020-07-21,D,Q,IN,80248,1041
2020-07-22,D,Q,IN,69127,1067
2020-07-23,D,Q,IN,76051,1179
2020-07-24,D,Q,IN,80969,1168
2020-07-25,D,Q,IN,81406,1263
2020-07-26,D,Q,IN,100120,1009
2020-07-27,D,Q,IN,91217,1059
2020-07-28,D,Q,IN,72051,932
2020-07-29,D,Q,IN,82271,952
2020-07-30,D,Q,IN,57022,800
2020-07-31,D,Q,IN,48555,577
2020-07-01,D,R,IN,14206,538
2020-07-02,D,R,IN,12964,517
2020-07-03,D,R,IN,12654,512
2020-07-04,D,R,IN,12411,519
2020-07-05,D,R,IN,14287,527
2020-07-06,D,R,IN,14719,553
2020-07-07,D,R,IN,15338,576
2020-07-08,D,R,IN,13954,500
2020-07-09,D,R,IN,13502,503
2020-07-10,D,R,IN,13541,511
2020-07-11,D,R,IN,12512,477
2020-07-12,D,R,IN,11410,483
2020-07-13,D,R,IN,11461,445
2020-07-14,D,R,IN,10760,438
2020-07-15,D,R,IN,11851,454
2020-07-16,D,R,IN,12255,473
2020-07-17,D,R,IN,12354,486
2020-07-18,D,R,IN,12713,502
2020-07-19,D,R,IN,11080,472
2020-07-20,D,R,IN,12888,482
2020-07-21,D,R,IN,13584,476
2020-07-22,D,R,IN,12252,511
2020-07-23,D,R,IN,11893,445
2020-07-24,D,R,IN,12827,490
2020-07-25,D,R,IN,13229,507
2020-07-26,D,R,IN,12815,512
2020-07-27,D,R,IN,13171,548
2020-07-28,D,R,IN,12605,504
2020-07-29,D,R,IN,12676,510
2020-07-30,D,R,IN,10964,459
2020-07-31,D,R,IN,12365,486
2020-07-01,D,S,IN,11778,287
2020-07-02,D,S,IN,19420,413
2020-07-03,D,S,IN,14284,344
2020-07-04,D,S,IN,12403,310
2020-07-05,D,S,IN,21404,469
2020-07-06,D,S,IN,20231,479
2020-07-07,D,S,IN,23852,550
2020-07-08,D,S,IN,27971,596
2020-07-09,D,S,IN,28993,670
2020-07-10,D,S,IN,28979,370
2020-07-11,D,S,IN,47905,1032
2020-07-12,D,S,IN,44911,1003
2020-07-13,D,S,IN,47595,1013
2020-07-14,D,S,IN,39016,850
2020-07-15,D,S,IN,42425,953
2020-07-16,D,S,IN,49454,1107
2020-07-17,D,S,IN,39194,907
2020-07-18,D,S,IN,48019,961
2020-07-19,D,S,IN,40377,919
2020-07-20,D,S,IN,28563,704
2020-07-21,D,S,IN,40460,901
2020-07-22,D,S,IN,43456,998
2020-07-23,D,S,IN,46387,976
2020-07-24,D,S,IN,40251,928
2020-07-25,D,S,IN,38566,928
2020-07-26,D,S,IN,41614,918
2020-07-27,D,S,IN,24083,595
2020-07-28,D,S,IN,27760,656
2020-07-29,D,S,IN,33172,731
2020-07-30,D,S,IN,33483,738
2020-07-31,D,S,IN,28569,675
2020-07-01,D,T,IN,26147,1711
2020-07-02,D,T,IN,22221,1613
2020-07-03,D,T,IN,18204,1317
2020-07-04,D,T,IN,14387,1110
2020-07-05,D,T,IN,16054,1188
2020-07-06,D,T,IN,11134,906
2020-07-07,D,T,IN,8851,656
2020-07-08,D,T,IN,9909,698
2020-07-09,D,T,IN,8792,650
2020-07-10,D,T,IN,7981,598
2020-07-11,D,T,IN,7210,557
2020-07-12,D,T,IN,6563,528
2020-07-13,D,T,IN,11742,732
2020-07-14,D,T,IN,10454,750
2020-07-15,D,T,IN,10028,711
2020-07-16,D,T,IN,8002,625
2020-07-17,D,T,IN,6147,459
2020-07-18,D,T,IN,5464,394
2020-07-19,D,T,IN,5908,406
2020-07-20,D,T,IN,4605,369
2020-07-21,D,T,IN,4135,282
2020-07-22,D,T,IN,2999,224
2020-07-23,D,T,IN,3213,231
2020-07-24,D,T,IN,5543,396
2020-07-25,D,T,IN,6330,447
2020-07-26,D,T,IN,6790,438
2020-07-27,D,T,IN,5254,375
2020-07-28,D,T,IN,4707,331
2020-07-29,D,T,IN,2990,237
2020-07-30,D,T,IN,2689,198
2020-07-31,D,T,IN,2317,172
2020-07-01,E,K,IN,6201,227
2020-07-02,E,K,IN,10534,351
2020-07-03,E,K,IN,8879,294
2020-07-04,E,K,IN,8045,264
2020-07-05,E,K,IN,7190,263
2020-07-06,E,K,IN,7321,257
2020-07-07,E,K,IN,10457,307
2020-07-08,E,K,IN,8683,253
2020-07-09,E,K,IN,5884,192
2020-07-10,E,K,IN,5129,169
2020-07-11,E,K,IN,4692,137
2020-07-12,E,K,IN,6564,174
2020-07-13,E,K,IN,6623,189
2020-07-14,E,K,IN,6041,175
2020-07-15,E,K,IN,6772,174
2020-07-16,E,K,IN,5159,143
2020-07-17,E,K,IN,4607,130
2020-07-18,E,K,IN,4938,131
2020-07-19,E,K,IN,4706,132
2020-07-20,E,K,IN,4406,133
2020-07-21,E,K,IN,4779,119
2020-07-22,E,K,IN,4665,144
2020-07-23,E,K,IN,6070,212
2020-07-24,E,K,IN,6679,230
2020-07-25,E,K,IN,6293,203
2020-07-26,E,K,IN,6603,173
2020-07-27,E,K,IN,8141,182
2020-07-28,E,K,IN,12072,257
2020-07-29,E,K,IN,8974,210
2020-07-30,E,K,IN,8039,190
2020-07-31,E,K,IN,7564,187
2020-07-01,E,L,IN,33,2
2020-07-02,E,L,IN,50,3
2020-07-03,E,L,IN,46,3
2020-07-04,E,L,IN,38,3
2020-07-05,E,L,IN,44,2
2020-07-06,E,L,IN,39,2
2020-07-07,E,L,IN,36,2
2020-07-08,E,L,IN,53,3
2020-07-09,E,L,IN,34,3
2020-07-10,E,L,IN,35,1
2020-07-11,E,L,IN,30,2
2020-07-12,E,L,IN,23,2
2020-07-13,E,L,IN,55,3
2020-07-14,E,L,IN,34,2
2020-07-15,E,L,IN,60,2
2020-07-16,E,L,IN,48,2
2020-07-17,E,L,IN,118,7
2020-07-18,E,L,IN,123,6
2020-07-19,E,L,IN,127,7
2020-07-20,E,L,IN,98,6
2020-07-21,E,L,IN,262,18
2020-07-22,E,L,IN,2416,125
2020-07-23,E,L,IN,3720,239
2020-07-24,E,L,IN,10624,697
2020-07-25,E,L,IN,21295,1044
2020-07-26,E,L,IN,24913,1514
2020-07-27,E,L,IN,15830,1242
2020-07-28,E,L,IN,13394,1082
2020-07-29,E,L,IN,10778,886
2020-07-30,E,L,IN,9319,771
2020-07-31,E,L,IN,10787,820
2020-07-01,E,M,IN,2721,36
2020-07-02,E,M,IN,8489,80
2020-07-03,E,M,IN,6098,69
2020-07-04,E,M,IN,4739,59
2020-07-05,E,M,IN,7631,84
2020-07-06,E,M,IN,5696,69
2020-07-07,E,M,IN,3309,42
2020-07-08,E,M,IN,3828,46
2020-07-09,E,M,IN,5779,68
2020-07-10,E,M,IN,6770,84
2020-07-11,E,M,IN,41324,561
2020-07-12,E,M,IN,84715,1328
2020-07-13,E,M,IN,74353,1117
2020-07-14,E,M,IN,91378,1162
2020-07-15,E,M,IN,115416,1407
2020-07-16,E,M,IN,91132,1119
2020-07-17,E,M,IN,39748,615
2020-07-18,E,M,IN,29685,431
2020-07-19,E,M,IN,28567,374
2020-07-20,E,M,IN,65350,664
2020-07-21,E,M,IN,43912,552
2020-07-22,E,M,IN,13394,205
2020-07-23,E,M,IN,12680,162
2020-07-24,E,M,IN,11034,151
2020-07-25,E,M,IN,11082,152
2020-07-26,E,M,IN,12384,174
2020-07-27,E,M,IN,8586,112
2020-07-28,E,M,IN,6827,95
2020-07-29,E,M,IN,4153,59
2020-07-30,E,M,IN,4162,48
2020-07-31,E,M,IN,5636,66
2020-07-01,E,N,IN,15005,499
2020-07-02,E,N,IN,11113,414
2020-07-03,E,N,IN,11932,405
2020-07-04,E,N,IN,21910,605
2020-07-05,E,N,IN,28462,697
2020-07-06,E,N,IN,25900,672
2020-07-07,E,N,IN,21592,600
2020-07-08,E,N,IN,15880,458
2020-07-09,E,N,IN,15905,393
2020-07-10,E,N,IN,15669,431
2020-07-11,E,N,IN,16574,443
2020-07-12,E,N,IN,16883,440
2020-07-13,E,N,IN,11822,353
2020-07-14,E,N,IN,10372,288
2020-07-15,E,N,IN,9906,270
2020-07-16,E,N,IN,12196,352
2020-07-17,E,N,IN,11170,307
2020-07-18,E,N,IN,12364,352
2020-07-19,E,N,IN,12369,321
2020-07-20,E,N,IN,11403,330
2020-07-21,E,N,IN,26529,526
2020-07-22,E,N,IN,116772,2535
2020-07-23,E,N,IN,89401,2173
2020-07-24,E,N,IN,58932,1653
2020-07-25,E,N,IN,45106,1379
2020-07-26,E,N,IN,51846,1516
2020-07-27,E,N,IN,43909,1318
2020-07-28,E,N,IN,51297,1416
2020-07-29,E,N,IN,48901,1330
2020-07-30,E,N,IN,34050,1081
2020-07-31,E,N,IN,6698,366
2020-07-01,E,O,IN,11382,325
2020-07-02,E,O,IN,10837,334
2020-07-03,E,O,IN,8729,281
2020-07-04,E,O,IN,7687,246
2020-07-05,E,O,IN,7367,245
2020-07-06,E,O,IN,7866,238
2020-07-07,E,O,IN,8941,253
2020-07-08,E,O,IN,10265,279
2020-07-09,E,O,IN,7958,257
2020-07-10,E,O,IN,7842,227
2020-07-11,E,O,IN,10565,308
2020-07-12,E,O,IN,11635,330
2020-07-13,E,O,IN,9858,294
2020-07-14,E,O,IN,8762,270
2020-07-15,E,O,IN,8957,267
2020-07-16,E,O,IN,11142,355
2020-07-17,E,O,IN,9821,315
2020-07-18,E,O,IN,11573,329
2020-07-19,E,O,IN,9746,341
2020-07-20,E,O,IN,10019,295
2020-07-21,E,O,IN,9905,308
2020-07-22,E,O,IN,11883,349
2020-07-23,E,O,IN,9159,297
2020-07-24,E,O,IN,11246,279
2020-07-25,E,O,IN,6750,240
2020-07-26,E,O,IN,7617,228
2020-07-27,E,O,IN,5290,188
2020-07-28,E,O,IN,5485,177
2020-07-29,E,O,IN,5843,193
2020-07-30,E,O,IN,5284,167
2020-07-31,E,O,IN,4151,132
2020-07-01,E,P,IN,74,4
2020-07-02,E,P,IN,141,5
2020-07-03,E,P,IN,89,4
2020-07-04,E,P,IN,64,4
2020-07-05,E,P,IN,53,2
2020-07-06,E,P,IN,113,1
2020-07-07,E,P,IN,136,7
2020-07-08,E,P,IN,121,4
2020-07-09,E,P,IN,72,4
2020-07-10,E,P,IN,35,2
2020-07-11,E,P,IN,4047,50
2020-07-12,E,P,IN,26083,568
2020-07-13,E,P,IN,17801,505
2020-07-14,E,P,IN,22970,598
2020-07-15,E,P,IN,36724,794
2020-07-16,E,P,IN,29360,781
2020-07-17,E,P,IN,38543,858
2020-07-18,E,P,IN,44417,967
2020-07-19,E,P,IN,34558,840
2020-07-20,E,P,IN,15406,477
2020-07-21,E,P,IN,2033,130
2020-07-22,E,P,IN,1073,53
2020-07-23,E,P,IN,757,35
2020-07-24,E,P,IN,501,24
2020-07-25,E,P,IN,385,19
2020-07-26,E,P,IN,238,10
2020-07-27,E,P,IN,106,8
2020-07-28,E,P,IN,38,2
2020-07-29,E,P,IN,60,4
2020-07-30,E,P,IN,96,6
2020-07-31,E,P,IN,94,5
2020-07-01,E,Q,IN,1106,103
2020-07-02,E,Q,IN,999,104
2020-07-03,E,Q,IN,1128,121
2020-07-04,E,Q,IN,4095,435
2020-07-05,E,Q,IN,4935,583
2020-07-06,E,Q,IN,6246,687
2020-07-07,E,Q,IN,6173,704
2020-07-08,E,Q,IN,6812,774
2020-07-09,E,Q,IN,5550,621
2020-07-10,E,Q,IN,5179,1021
2020-07-11,E,Q,IN,5456,572
2020-07-12,E,Q,IN,4818,512
2020-07-13,E,Q,IN,3224,389
2020-07-14,E,Q,IN,3438,385
2020-07-15,E,Q,IN,3063,336
2020-07-16,E,Q,IN,3034,298
2020-07-17,E,Q,IN,3378,338
2020-07-18,E,Q,IN,3142,296
2020-07-19,E,Q,IN,2816,230
2020-07-20,E,Q,IN,1705,155
2020-07-21,E,Q,IN,959,92
2020-07-22,E,Q,IN,445,60
2020-07-23,E,Q,IN,350,41
2020-07-24,E,Q,IN,323,41
2020-07-25,E,Q,IN,342,38
2020-07-26,E,Q,IN,173,18
2020-07-27,E,Q,IN,71,10
2020-07-28,E,Q,IN,50,5
2020-07-29,E,Q,IN,55,6
2020-07-30,E,Q,IN,39,4
2020-07-31,E,Q,IN,39,7
2020-07-01,E,R,IN,11215,436
2020-07-02,E,R,IN,9220,415
2020-07-03,E,R,IN,10750,424
2020-07-04,E,R,IN,9786,415
2020-07-05,E,R,IN,11018,372
2020-07-06,E,R,IN,13172,428
2020-07-07,E,R,IN,10972,393
2020-07-08,E,R,IN,8009,312
2020-07-09,E,R,IN,6268,217
2020-07-10,E,R,IN,4989,199
2020-07-11,E,R,IN,5627,198
2020-07-12,E,R,IN,5938,231
2020-07-13,E,R,IN,3788,168
2020-07-14,E,R,IN,2750,120
2020-07-15,E,R,IN,3519,122
2020-07-16,E,R,IN,4013,163
2020-07-17,E,R,IN,4434,192
2020-07-18,E,R,IN,4098,168
2020-07-19,E,R,IN,5064,177
2020-07-20,E,R,IN,3639,155
2020-07-21,E,R,IN,5095,189
2020-07-22,E,R,IN,4434,170
2020-07-23,E,R,IN,5376,203
2020-07-24,E,R,IN,4146,192
2020-07-25,E,R,IN,4365,180
2020-07-26,E,R,IN,4931,195
2020-07-27,E,R,IN,3751,160
2020-07-28,E,R,IN,5126,187
2020-07-29,E,R,IN,4550,218
2020-07-30,E,R,IN,4650,196
2020-07-31,E,R,IN,5579,231
2020-07-01,E,S,IN,2095,125
2020-07-02,E,S,IN,4202,191
2020-07-03,E,S,IN,5215,236
2020-07-04,E,S,IN,5503,248
2020-07-05,E,S,IN,4707,214
2020-07-06,E,S,IN,4006,176
2020-07-07,E,S,IN,1843,89
2020-07-08,E,S,IN,1576,88
2020-07-09,E,S,IN,1284,73
2020-07-10,E,S,IN,1843,48
2020-07-11,E,S,IN,1749,84
2020-07-12,E,S,IN,666,32
2020-07-13,E,S,IN,1871,78
2020-07-14,E,S,IN,2677,118
2020-07-15,E,S,IN,1856,87
2020-07-16,E,S,IN,2389,103
2020-07-17,E,S,IN,1489,65
2020-07-18,E,S,IN,1733,71
2020-07-19,E,S,IN,2082,89
2020-07-20,E,S,IN,1781,80
2020-07-21,E,S,IN,2023,80
2020-07-22,E,S,IN,1963,80
2020-07-23,E,S,IN,31693,1340
2020-07-24,E,S,IN,9124,589
2020-07-25,E,S,IN,9288,548
2020-07-26,E,S,IN,13430,710
2020-07-27,E,S,IN,4846,285
2020-07-28,E,S,IN,960,71
2020-07-29,E,S,IN,590,38
2020-07-30,E,S,IN,918,43
2020-07-31,E,S,IN,405,27
2020-07-01,E,T,IN,3483,134
2020-07-02,E,T,IN,4467,255
2020-07-03,E,T,IN,5518,247
2020-07-04,E,T,IN,6621,294
2020-07-05,E,T,IN,6359,266
2020-07-06,E,T,IN,5786,240
2020-07-07,E,T,IN,5888,261
2020-07-08,E,T,IN,5488,241
2020-07-09,E,T,IN,5110,209
2020-07-10,E,T,IN,6051,251
2020-07-11,E,T,IN,5259,223
2020-07-12,E,T,IN,4840,189
2020-07-13,E,T,IN,3343,138
2020-07-14,E,T,IN,3175,133
2020-07-15,E,T,IN,3292,149
2020-07-16,E,T,IN,4699,182
2020-07-17,E,T,IN,3927,151
2020-07-18,E,T,IN,4089,159
2020-07-19,E,T,IN,4725,189
2020-07-20,E,T,IN,4787,177
2020-07-21,E,T,IN,6635,242
2020-07-22,E,T,IN,5658,209
2020-07-23,E,T,IN,5959,220
2020-07-24,E,T,IN,5311,209
2020-07-25,E,T,IN,6559,239
2020-07-26,E,T,IN,6301,232
2020-07-27,E,T,IN,5360,208
2020-07-28,E,T,IN,6613,239
2020-07-29,E,T,IN,6168,252
2020-07-30,E,T,IN,4870,179
2020-07-31,E,T,IN,5676,211
2020-07-01,F,K,IN,627,35
2020-07-02,F,K,IN,606,33
2020-07-03,F,K,IN,508,27
2020-07-04,F,K,IN,671,32
2020-07-05,F,K,IN,7911,211
2020-07-06,F,K,IN,3688,134
2020-07-07,F,K,IN,4564,147
2020-07-08,F,K,IN,4724,155
2020-07-09,F,K,IN,4403,145
2020-07-10,F,K,IN,4789,158
2020-07-11,F,K,IN,5156,159
2020-07-12,F,K,IN,5787,187
2020-07-13,F,K,IN,5177,141
2020-07-14,F,K,IN,4786,129
2020-07-15,F,K,IN,4901,143
2020-07-16,F,K,IN,5201,165
2020-07-17,F,K,IN,5715,158
2020-07-18,F,K,IN,5571,133
2020-07-19,F,K,IN,4130,125
2020-07-20,F,K,IN,3939,123
2020-07-21,F,K,IN,4076,95
2020-07-22,F,K,IN,3136,92
2020-07-23,F,K,IN,3652,97
2020-07-24,F,K,IN,4330,111
2020-07-25,F,K,IN,4373,119
2020-07-26,F,K,IN,5004,150
2020-07-27,F,K,IN,3462,119
2020-07-28,F,K,IN,2917,97
2020-07-29,F,K,IN,2699,96
2020-07-30,F,K,IN,2672,86
2020-07-31,F,K,IN,2953,88
2020-07-01,F,L,IN,2449,163
2020-07-02,F,L,IN,1771,147
2020-07-03,F,L,IN,2441,151
2020-07-04,F,L,IN,2327,168
2020-07-05,F,L,IN,2430,182
2020-07-06,F,L,IN,2445,149
2020-07-07,F,L,IN,1377,111
2020-07-08,F,L,IN,1735,129
2020-07-09,F,L,IN,1777,137
2020-07-10,F,L,IN,1729,74
2020-07-11,F,L,IN,1830,137
2020-07-12,F,L,IN,1846,148
2020-07-13,F,L,IN,1649,138
2020-07-14,F,L,IN,1607,135
2020-07-15,F,L,IN,1532,118
2020-07-16,F,L,IN,1314,95
2020-07-17,F,L,IN,1740,115
2020-07-18,F,L,IN,1885,144
2020-07-19,F,L,IN,2172,168
2020-07-20,F,L,IN,1645,132
2020-07-21,F,L,IN,1640,122
2020-07-22,F,L,IN,1750,128
2020-07-23,F,L,IN,1860,144
2020-07-24,F,L,IN,1829,140
2020-07-25,F,L,IN,2107,161
2020-07-26,F,L,IN,2390,181
2020-07-27,F,L,IN,2044,142
2020-07-28,F,L,IN,1729,154
2020-07-29,F,L,IN,1886,146
2020-07-30,F,L,IN,1506,120
2020-07-31,F,L,IN,1527,126
2020-07-01,F,M,IN,21475,187
2020-07-02,F,M,IN,6843,70
2020-07-03,F,M,IN,4953,76
2020-07-04,F,M,IN,7501,178
2020-07-05,F,M,IN,11563,209
2020-07-06,F,M,IN,28818,507
2020-07-07,F,M,IN,19853,347
2020-07-08,F,M,IN,11982,235
2020-07-09,F,M,IN,14714,227
2020-07-10,F,M,IN,9577,213
2020-07-11,F,M,IN,11975,237
2020-07-12,F,M,IN,12886,223
2020-07-13,F,M,IN,10695,170
2020-07-14,F,M,IN,8971,137
2020-07-15,F,M,IN,10133,166
2020-07-16,F,M,IN,6263,133
2020-07-17,F,M,IN,4909,93
2020-07-18,F,M,IN,4908,92
2020-07-19,F,M,IN,4943,101
2020-07-20,F,M,IN,4039,95
2020-07-21,F,M,IN,4592,85
2020-07-22,F,M,IN,3771,95
2020-07-23,F,M,IN,4055,102
2020-07-24,F,M,IN,5258,151
2020-07-25,F,M,IN,4418,107
2020-07-26,F,M,IN,5303,157
2020-07-27,F,M,IN,3780,106
2020-07-28,F,M,IN,4115,114
2020-07-29,F,M,IN,4830,125
2020-07-30,F,M,IN,3880,124
2020-07-31,F,M,IN,4326,144
2020-07-01,F,N,IN,165,5
2020-07-02,F,N,IN,113,5
2020-07-03,F,N,IN,109,4
2020-07-04,F,N,IN,115,5
2020-07-05,F,N,IN,134,6
2020-07-06,F,N,IN,128,5
2020-07-07,F,N,IN,119,4
2020-07-08,F,N,IN,105,3
2020-07-09,F,N,IN,114,4
2020-07-10,F,N,IN,533,10
2020-07-11,F,N,IN,537,20
2020-07-12,F,N,IN,1259,39
2020-07-13,F,N,IN,1304,41
2020-07-14,F,N,IN,1282,48
2020-07-15,F,N,IN,1962,61
2020-07-16,F,N,IN,2084,78
2020-07-17,F,N,IN,1929,73
2020-07-18,F,N,IN,2317,85
2020-07-19,F,N,IN,2779,87
2020-07-20,F,N,IN,1981,72
2020-07-21,F,N,IN,5407,103
2020-07-22,F,N,IN,15389,241
2020-07-23,F,N,IN,11500,238
2020-07-24,F,N,IN,11394,236
2020-07-25,F,N,IN,10890,237
2020-07-26,F,N,IN,10061,240
2020-07-27,F,N,IN,8122,201
2020-07-28,F,N,IN,7305,206
2020-07-29,F,N,IN,1906,102
2020-07-30,F,N,IN,1817,73
2020-07-31,F,N,IN,2087,73
2020-07-01,F,O,IN,9074,198
2020-07-02,F,O,IN,7900,188
2020-07-03,F,O,IN,7250,177
2020-07-04,F,O,IN,6593,167
2020-07-05,F,O,IN,7058,177
2020-07-06,F,O,IN,6893,148
2020-07-07,F,O,IN,8033,175
2020-07-08,F,O,IN,9190,204
2020-07-09,F,O,IN,6710,169
2020-07-10,F,O,IN,8551,197
2020-07-11,F,O,IN,11040,265
2020-07-12,F,O,IN,10632,247
2020-07-13,F,O,IN,11364,250
2020-07-14,F,O,IN,9297,219
2020-07-15,F,O,IN,8987,231
2020-07-16,F,O,IN,10022,229
2020-07-17,F,O,IN,8051,210
2020-07-18,F,O,IN,8997,197
2020-07-19,F,O,IN,7738,179
2020-07-20,F,O,IN,7058,138
2020-07-21,F,O,IN,6577,136
2020-07-22,F,O,IN,8010,161
2020-07-23,F,O,IN,7168,150
2020-07-24,F,O,IN,8421,153
2020-07-25,F,O,IN,6597,144
2020-07-26,F,O,IN,7712,148
2020-07-27,F,O,IN,5473,129
2020-07-28,F,O,IN,3824,97
2020-07-29,F,O,IN,4277,89
2020-07-30,F,O,IN,4383,102
2020-07-31,F,O,IN,4243,79
2020-07-01,F,P,IN,4779,122
2020-07-02,F,P,IN,4094,118
2020-07-03,F,P,IN,3892,135
2020-07-04,F,P,IN,4644,123
2020-07-05,F,P,IN,4691,139
2020-07-06,F,P,IN,4317,114
2020-07-07,F,P,IN,4375,110
2020-07-08,F,P,IN,4182,117
2020-07-09,F,P,IN,3864,100
2020-07-10,F,P,IN,3736,106
2020-07-11,F,P,IN,4306,114
2020-07-12,F,P,IN,4477,113
2020-07-13,F,P,IN,4212,110
2020-07-14,F,P,IN,4461,114
2020-07-15,F,P,IN,4179,113
2020-07-16,F,P,IN,4468,121
2020-07-17,F,P,IN,4084,108
2020-07-18,F,P,IN,4404,106
2020-07-19,F,P,IN,4206,112
2020-07-20,F,P,IN,3653,109
2020-07-21,F,P,IN,3824,92
2020-07-22,F,P,IN,3995,105
2020-07-23,F,P,IN,4071,122
2020-07-24,F,P,IN,4231,105
2020-07-25,F,P,IN,4696,129
2020-07-26,F,P,IN,5084,129
2020-07-27,F,P,IN,3935,110
2020-07-28,F,P,IN,3583,112
2020-07-29,F,P,IN,5152,139
2020-07-30,F,P,IN,4554,109
2020-07-31,F,P,IN,5119,119
2020-07-01,F,Q,IN,1854,83
2020-07-02,F,Q,IN,1594,67
2020-07-03,F,Q,IN,1242,52
2020-07-04,F,Q,IN,1313,59
2020-07-05,F,Q,IN,1173,53
2020-07-06,F,Q,IN,1617,76
2020-07-07,F,Q,IN,1566,76
2020-07-08,F,Q,IN,1549,73
2020-07-09,F,Q,IN,1375,59
2020-07-10,F,Q,IN,1379,115
2020-07-11,F,Q,IN,1553,64
2020-07-12,F,Q,IN,1845,82
2020-07-13,F,Q,IN,2776,97
2020-07-14,F,Q,IN,2133,80
2020-07-15,F,Q,IN,1730,84
2020-07-16,F,Q,IN,1909,83
2020-07-17,F,Q,IN,1808,91
2020-07-18,F,Q,IN,1855,86
2020-07-19,F,Q,IN,2277,105
2020-07-20,F,Q,IN,2123,98
2020-07-21,F,Q,IN,2173,111
2020-07-22,F,Q,IN,2427,102
2020-07-23,F,Q,IN,1753,82
2020-07-24,F,Q,IN,1370,71
2020-07-25,F,Q,IN,1644,79
2020-07-26,F,Q,IN,1838,77
2020-07-27,F,Q,IN,1593,78
2020-07-28,F,Q,IN,2190,93
2020-07-29,F,Q,IN,2218,93
2020-07-30,F,Q,IN,2343,112
2020-07-31,F,Q,IN,1762,89
2020-07-01,F,R,IN,1758,153
2020-07-02,F,R,IN,1654,169
2020-07-03,F,R,IN,1669,147
2020-07-04,F,R,IN,1475,160
2020-07-05,F,R,IN,1617,162
2020-07-06,F,R,IN,1412,126
2020-07-07,F,R,IN,1002,89
2020-07-08,F,R,IN,1190,104
2020-07-09,F,R,IN,961,86
2020-07-10,F,R,IN,1124,96
2020-07-11,F,R,IN,1133,101
2020-07-12,F,R,IN,1289,115
2020-07-13,F,R,IN,1186,92
2020-07-14,F,R,IN,1065,94
2020-07-15,F,R,IN,1316,119
2020-07-16,F,R,IN,1159,101
2020-07-17,F,R,IN,1006,91
2020-07-18,F,R,IN,1119,104
2020-07-19,F,R,IN,1350,112
2020-07-20,F,R,IN,1255,103
2020-07-21,F,R,IN,1117,96
2020-07-22,F,R,IN,1110,113
2020-07-23,F,R,IN,1283,125
2020-07-24,F,R,IN,1695,151
2020-07-25,F,R,IN,1604,158
2020-07-26,F,R,IN,1604,152
2020-07-27,F,R,IN,1402,132
2020-07-28,F,R,IN,1089,109
2020-07-29,F,R,IN,1108,106
2020-07-30,F,R,IN,1287,140
2020-07-31,F,R,IN,1696,138
2020-07-01,F,S,IN,21265,47
2020-07-02,F,S,IN,108114,182
2020-07-03,F,S,IN,104117,157
2020-07-04,F,S,IN,92089,161
2020-07-05,F,S,IN,43717,78
2020-07-06,F,S,IN,97841,134
2020-07-07,F,S,IN,89453,131
2020-07-08,F,S,IN,101170,152
2020-07-09,F,S,IN,96443,132
2020-07-10,F,S,IN,35783,38
2020-07-11,F,S,IN,21247,33
2020-07-12,F,S,IN,16458,26
2020-07-13,F,S,IN,37441,54
2020-07-14,F,S,IN,44632,64
2020-07-15,F,S,IN,16096,27
